Test Result DB
         c        Lc         t
   3.42539   6.95745  18.98425
   0.81532   8.74120   5.14206
   3.95941   7.05728   6.14379
   4.98708   8.05168   4.78688
   2.14261   0.92665  13.72821
   4.09696   2.98052  15.14973
   3.96602   1.05323  14.89991
   5.21743   8.33903   4.22513
   2.14834   6.37483   1.96592
   0.99421   7.21325   8.23850
   2.96410   6.90194   4.45709
   0.00000   5.15973   2.12261
   2.09439   7.78184  19.71870
   1.04022   3.98422  11.89350
   1.98263   7.09426  16.91233
   1.07759   1.06012   8.41576
   6.07148   6.68285  19.57355
   4.99378   4.87821  14.28693
   8.04682   3.82320  20.00797
   2.01147   1.90167  12.16935
   3.96943   3.93709  16.73247
   1.01183   3.02821  18.90638
   3.96752   7.04203   9.95528
   7.93370   6.00040   6.22315
   5.19055   6.86496   5.99183
   5.05632   6.97066   5.78204
   5.90021   4.96157   9.62463
   2.36507   8.00222  14.48811
   3.10082   6.06150  19.96764
   5.90918   6.91259  20.05144
   5.24049   5.83801   3.12691
   5.96391   7.00130  19.01326
   8.95359   6.03406  11.24786
   0.00000   4.81941  13.02806
   0.86857   2.87986  18.97370
   4.07326   1.02905  16.03767
   0.00000   4.17609   6.97657
   0.97231   2.14107   9.91830
   7.99258   3.99125   5.58158
   0.99164   3.00976  12.08217
   2.95879   1.92264  13.10558
   0.28845   4.16153   2.26571
   0.00000   4.83625  12.92791
   1.99423   2.00280  16.02043
   5.02766   1.06178  14.38118
   4.81943   9.39315  14.22291
   2.97755   4.01237  20.07146
   5.04855   5.96413  16.25576
   0.00000   3.97902   5.01221
   9.01793   4.11092   8.19926
   3.36839   0.92300  20.24065
   6.96308   2.01038  13.81708
   4.00736   2.05936   8.97880
   8.01493   3.02249  13.07879
   3.05156   3.04075  11.08828
   2.44782   8.96154   8.90339
   4.91296   5.98076   6.96810
   2.01370   4.15562  13.77583
   4.02980   1.03068  15.94731
   8.93906   3.77315  15.25168
   0.00000   3.86334   5.08565
   8.14853   3.67788  19.58658
   7.08022   1.91324  17.44300
   2.01340   1.87537  12.84178
   1.93605   3.12218   5.41760
   3.87521   6.84568  12.22985
   4.18425   2.04612  17.35725
   1.10704   4.97173  10.11566
   0.00000   4.01548   4.90414
   8.95887   6.03944  18.74476
   7.12048   8.76966  18.79478
   1.06016   3.91501   6.91012
   0.99010   6.10486  12.74611
   0.00000   4.61906  13.96145
   4.96892   5.96905  17.16239
   2.10495   3.11391   5.35416
   8.83164   2.08306  15.43547
   0.00000   4.98361  10.07664
   5.97439   6.92885   9.79365
   1.04899   5.82388  19.00684
   1.13113   4.10367   3.60968
   5.99605   4.07707   5.48488
   0.48562   3.80326  20.06839
   4.01100   8.06512  13.63418
   6.96744   8.97072  17.66065
   0.00000   4.17265   7.97612
   5.00442   1.96859  20.08331
   8.69621   1.95847  16.52488
   6.93382   5.92645  17.14079
   0.00000   4.78572  15.98569
   5.83251   8.98523  17.44570
   3.97422   6.10599  11.29341
   3.97821   4.01481  16.41654
   4.71812   1.94216   7.52020
   0.00000   5.15877   2.18399
   6.83995   4.01626  10.98726
   4.00688   1.15827  14.08107
   8.15473   1.99338  17.41173
   7.92164   4.90276  16.59037
   6.90420   4.96945  10.23187
   6.01443   3.00256  12.25199
   0.00000   4.85584   4.14694
   7.04912   1.93500  17.57137
   6.97021   4.01228  15.86677
   4.64400   8.77410  17.45167
   0.97152   8.01744  15.04571
   8.92472   8.50679  12.23683
   8.85333   8.50056  11.24120
   5.11852   8.08458  12.99588
   4.51084   6.13200   5.00486
   1.93112   8.73449   7.42233
   8.76306   1.98509  16.61249
   6.86454   8.02421  13.09226
   9.03596   3.96408  20.11372
   3.89778   1.00744  16.18762
   2.95478   8.53251   9.54855
   3.02095   2.02905   9.38843
   2.00938   3.05976   8.46160
   7.03256   5.95781   9.01931
   1.01942   6.01443  17.92035
   3.96450   9.05872  18.79985
   1.81075   3.44774   6.66694
   7.00813   1.93856  17.62951
   7.96327   3.98591   8.85022
   2.93146   2.06507  11.14345
   2.02609   1.02444  12.76439
   0.00000   4.57733  20.02885
   2.03684   4.88617  11.89959
   2.07433   1.02010  13.34808
   2.00721   2.32434   6.14638
   3.94392   1.92795  19.65305
   0.00000   4.75077  16.04045
   1.98911   5.00482  15.04760
   0.00000   4.30551   3.85966
   5.01487   5.98038   6.07100
   0.00000   5.42248  15.07379
   2.02774   7.96631   8.86861
   8.12016   2.12220  17.39157
   7.96653   1.97979  15.42879
   1.92482   7.17463  12.87492
   3.98202   5.05271  17.65737
   8.59794   7.98132  16.58216
   1.06638   3.24552   7.01892
   2.13260   5.72915   8.72468
   1.99236   3.87471  17.85512
   0.93192   8.02759  18.89658
   2.98932   8.00114  19.92354
   5.98847   5.97377  17.91516
   8.98491   5.97300   4.96995
   4.02438   4.99195  16.04541
   2.97032   3.02272  13.39292
   2.96684   3.04169  17.03776
   1.29384   8.12212   5.65892
   8.92278   4.97996   7.06912
   6.94871   2.04927  12.12082
   0.00000   4.75241   9.03913
   0.49704   5.04884   4.21443
   4.85914   6.01595  13.19601
   0.00000   4.55363  20.09883
   1.04816   7.16623   2.68274
   3.99526   3.95662  19.22552
   2.05384   1.02456  12.85187
   5.99143   3.97369   5.40726
   6.97387   3.03933  17.15436
   4.95547   2.94873  19.25128
   4.92686   1.99786  20.03967
   1.04968   6.65358   6.17841
   2.09794   1.00277  13.13165
   0.99511   2.05062  13.00495
   8.89784   5.05211  17.17192
   0.00000   4.74007  16.04584
   2.03553   3.06878   5.81321
   6.09957   3.08636  18.57422
   6.05137   5.91214   5.84383
   2.04968   8.95469  19.89630
   4.24772   3.91235   4.68474
   1.09356   3.99048   4.22610
   7.98139   5.03133  12.25043
   5.00768   2.04166  15.13144
   2.04683   8.04093  16.48853
   0.00000   4.62138  13.98442
   0.95949   7.51703  14.85137
   6.99589   5.01494  15.67440
   2.12768   5.87317   8.48603
   0.90987   3.97982   4.73530
   5.98446   4.83677  15.89696
   7.95474   6.83625   3.30307
   6.07624   5.96379   5.74962
   6.97596   4.00529  10.85540
   0.00000   4.19230   7.94197
   1.03494   2.49489   7.17257
   2.96203   8.93948  16.96628
   5.92257   2.98199  10.79191
   1.87963   8.21286  15.79443
   0.98899   8.01571  14.86759
   2.97215   1.98536  11.01442
   9.01825   5.00346  13.89807
   0.97462   6.14481  17.90053
   7.04804   6.97161  19.37466
   2.77222   3.02845   7.45603
   2.03366   3.00675  16.97029
   2.98591   3.10063  12.78198
   1.90259   2.91830   7.97255
   5.45276   3.79388   8.90615
   2.97368   8.99034  17.71270
   0.99242   3.02858  18.84577
   2.94718   2.86485   3.81045
   1.93124   5.08696   9.83718
   5.93995   5.03945  18.04340
   1.08561   8.84548  16.00449
   0.00000   4.02865   5.08125
   2.92966   1.48929   9.89227
   1.85117   4.27186   3.48420
   0.00000   4.33124  18.09871
   5.99448   3.90232   7.85425
   2.02963   4.05161  20.11915
   1.90879   5.98305   8.86586
   5.93739   5.00795   2.69801
   0.00000   4.70706  16.04713
   3.98913   1.81490  10.73730
   7.03026   4.97049  13.57334
   0.00000   5.01930   9.86604
   0.00000   4.60528  19.87310
   0.00000   4.69482  13.98336
   2.03305   6.02183  18.06531
   1.89581   1.97997  16.98932
   2.96248   4.97931   3.66470
   7.94724   5.96541  19.62347
   2.06806   4.04249   9.87378
   6.94266   3.03894  15.98294
   1.04468   1.00259  16.96711
   0.95975   2.91886  13.16203
   5.90762   4.99536   2.59092
   2.96804   1.93326  10.77473
   0.00000   4.80915  10.93293
   4.87974   2.93253   4.90459
   0.00000   4.49069  12.00732
   3.39136   8.22589  10.16784
   2.97873   5.07308   9.97800
   2.92048   6.04881  14.96849
   6.91661   4.01358  10.89443
   0.00000   3.91118   4.91210
   7.98152   5.94493  13.76583
   1.02798   7.05202   5.91602
   0.00000   4.54106  19.05637
   0.95575   6.17211  18.92128
   3.94459   0.94678  16.11929
   4.09718   6.03085   5.21307
   7.87178   6.02097  18.89410
   5.95936   6.04935   8.42682
   4.05878   4.95988  19.00880
   0.00000   5.00204  10.00937
   1.01438   3.01247  20.10429
   8.02316   1.85150  17.77458
   4.93130   5.95455   5.52754
   3.16338   1.88117   5.72349
   1.05306   5.84445  14.90456
   5.87056   2.95505   5.07522
   4.91762   2.68700   9.30755
   2.07092   5.60406  15.05438
   4.06125   2.07107  16.09556
   0.00000   3.98718   5.04857
   0.99665   4.00937  11.86738
   0.00000   4.93531   2.08702
   8.85006   3.91417   7.74780
   0.00000   4.76977   9.12024
   5.10959   7.95541  10.93585
   6.95460   4.07944   3.07722
   1.00466   0.90251  12.85098
   4.01213   6.96577   9.92568
   8.78540   5.93423   4.68611
   4.08308   2.00855  16.90674
   2.01279   2.02889  14.80229
   0.00000   4.53021  20.07982
   8.91147   4.99253  15.27356
   5.97832   7.00487  16.89842
   4.95574   7.03402  14.97429
   1.04983   5.05261  17.98971
   2.56311   8.95171  10.96398
   7.95218   2.98989  15.02576
   1.07888   4.03871  14.03630
   1.03145   8.53471  19.01683
   3.08676   2.99992  19.29734
   2.17667   7.28028  19.88803
   3.09744   2.75216   5.55318
   2.91690   4.06056  14.22824
   4.07718   4.03897   5.49121
   1.95723   2.82548   8.09912
   2.99019   6.51646   3.77958
   8.87850   4.96692  13.07127
   0.00000   4.70955   5.69137
   4.91266   4.05272  18.32329
   0.95096   7.29757  13.89338
   5.95854   4.92892   7.39102
   7.96861   5.97924  19.73489
   3.02146   1.96419  15.83907
   2.06728   4.05108   9.82092
   4.98435   1.97277  18.89289
   7.03703   1.95102  14.12639
   1.09212   2.02654  16.96714
   5.99584   3.03379  15.31867
   1.07183   3.24324   6.16882
   9.02272   6.03320  15.69848
   5.10025   4.98116   8.93828
   1.00956   4.72945  11.17264
   3.96247   4.98623  18.09654
   6.92503   5.96913  15.95196
   0.00000   3.92956   5.03803
   1.96382   5.76929  14.55412
   6.06818   2.04053  19.31517
   5.01231   5.99855   6.88215
   0.69416   2.37683   2.43485
   4.20709   2.05856  16.63979
   1.07518   4.93474  17.98906
   3.88102   0.95622  12.77625
   4.99372   6.05121  13.30581
   0.00000   4.23163   4.44350
   3.10440   6.97208  12.58640
   6.03321   2.95429  10.27422
   6.84196   7.04785   6.30378
   8.95548   4.94692  15.70079
   5.02995   1.97836  20.10030
   4.02877   2.00501   9.99416
   2.93681   3.04964  11.30841
   4.36345   7.99809  15.05739
   7.06945   2.93596   7.72705
   0.93807   7.16047  17.81420
   0.00000   4.76130   9.10881
   0.00000   3.85224   5.02306
   6.02537   3.95696   7.57207
   2.03292   4.36833   3.46161
   3.12166   3.04933  19.85983
   2.12655   4.89944  16.32201
   2.00218   7.09863  13.07164
   5.62689   8.19102  15.87830
   0.00000   4.81930  13.03996
   0.00000   4.77514  16.01416
   0.00000   4.54805  19.03072
   4.98992   5.00030   7.90121
   1.05648   9.00399  13.93739
   2.54834   8.21113  13.23902
   5.02263   5.63992   5.24436
   3.11405   2.82453   5.56917
   1.07767   7.88650   7.83057
   1.17740   8.63014  20.09756
   2.96857   5.00236  14.06491
   8.04189   4.85827  16.21807
   4.03352   4.09610  19.09245
   0.00000   4.19062   8.04727
   5.72942   8.95231  11.85461
   5.97064   7.97853  19.80465
   2.95712   7.12047  14.83536
   1.04013   5.12167   4.75406
   7.71258   6.66223   4.70312
   1.96247   7.99741   7.05386
   0.00000   3.97930   5.05654
   2.09444   5.77106   8.53688
   0.00000   4.63459  13.98673
   3.01292   6.02141   7.08939
   8.07781   5.87025  13.84665
   0.00000   4.16752   7.91798
   0.00000   4.81175  10.88493
   8.13862   2.11676  17.41486
   3.04735   3.07797  11.99479
   8.94856   6.09703   5.29080
   1.00791   1.02045  15.00437
   6.03172   6.99590  18.25617
   5.95903   3.01035  11.90603
   3.03794   2.99588  11.30061
   3.17721   1.88935   5.62270
   7.95316   5.98029  10.01973
   2.08561   5.78908   8.84423
   1.95879   3.74790   7.62710
   5.06820   5.90702   3.83743
   5.01562   1.06884  15.34865
   0.00000   3.90024   5.06634
   5.00717   2.01712  19.97097
   2.98087   6.99484  11.97564
   8.02268   5.95141  14.16674
   2.01059   1.95585  12.70726
   8.23963   3.92941   6.42247
   1.00388   4.96723  18.07772
   0.90726   1.24576  19.08109
   0.00000   3.98522   4.96632
   3.95640   5.99980  18.37261
   3.97313   0.96821  16.51234
   2.96171   1.02534  11.85099
   5.08514   5.95173   9.30983
   8.89402   6.03996   7.22313
   4.19364   8.89484   9.41205
   0.00000   4.84947  15.88855
   0.96077   3.13240  12.98231
   2.90002   8.37994  11.37059
   8.88808   2.21574  15.85891
   2.94086   6.77844   4.13202
   7.00824   1.96440  16.73234
   2.21452   7.76050  14.10864
   0.00000   4.79260  13.27015
   7.86464   5.12266   6.98738
   4.86300   7.05573  11.12707
   4.07677   1.09997  15.56085
   1.03060   4.05589  14.06502
   1.99437   2.00170  12.94615
   0.00000   4.53771  19.04603
   2.98842   2.00344  15.91096
   2.99388   5.99968  15.01570
   4.91600   6.90290   8.98990
   5.80267   7.17765   3.40007
   6.94013   7.10780   4.77122
   8.88604   5.86891   4.67734
   4.96080   3.92487   6.24621
   0.00000   4.39479   6.20040
   2.70436   9.07718  12.21015
   0.00000   4.58408  18.86976
   3.98600   7.00043  13.84194
   4.34925   3.50753   3.59152
   0.00000   4.55081  20.04217
   2.06274   1.00502  12.95926
   2.90858   6.28709   3.07729
   6.94426   3.00938  13.18927
   6.89174   4.04149  10.77313
   2.98867   6.01110   0.97786
   3.00237   1.00529   9.98269
   4.12784   4.11316  10.03422
   8.98236   6.01704  18.74891
   3.01147   9.12153  18.25062
   8.06084   2.96743  16.15884
   0.98073   7.16491  13.96316
   6.95149   3.05743  11.92311
   3.03097   5.95293   6.24398
   8.10448   3.85711   7.17211
   6.69728   9.31965   9.98688
   1.09963   1.67581  16.71468
   1.03945   0.92502  14.81582
   6.99027   3.98815  19.05471
   3.00499   3.93778  14.06569
   8.12562   3.96558   5.93861
   6.96913   3.98616  18.75850
   8.06367   7.04362   5.85366
   6.96808   6.96068  19.61386
   1.01579   2.00883  12.97366
   3.00465   6.91535   4.45278
   4.08165   2.12580  14.01835
   2.03648   8.98942  15.00091
   2.85988   5.20882   2.09953
   2.97299   1.03490  18.41486
   2.01215   8.99856   8.86297
   2.02737   1.05511  13.79908
   0.00000   4.04776   4.97252
   8.03393   3.94795   5.72854
   2.99173   4.01354  15.08213
   3.02117   1.93626  17.92257
   1.00421   5.96846  18.05366
   3.83093   6.98242   4.88045
   5.93604   6.89211  13.70417
   7.04829   3.02677  18.72411
   0.00000   4.07515   5.18350
   2.93889   4.98868  13.99362
   0.00000   4.57793  19.97343
   8.94505   4.09355   8.14404
   2.04419   5.95855  14.04345
   2.01737   3.06827   5.80910
   5.75210   0.97318   8.82556
   4.97066   6.05667   4.72091
   5.01413   6.92190   8.82415
   7.11126   7.14545   6.17106
   0.99804   5.01592  20.02712
   4.05462   6.95314   9.81269
   0.00000   3.97926   4.98472
   4.96172   3.01545   9.07800
   1.91645   7.08016  18.68136
   2.85197   6.05243  17.69797
   3.96209   8.95876  18.93189
   8.03394   5.90044   9.16968
   2.05233   2.03989  10.16119
   0.00000   4.74477   9.01323
   2.95904   3.06039  16.81824
   1.08502   4.66840   9.88229
   1.91253   5.06414  15.29470
   5.23553   8.15740  12.75775
   4.03048   4.06448  15.15967
   7.01311   6.95242  19.09901
   0.87136   5.73646   4.60413
   6.90094   3.96869  18.83998
   0.96663   4.07903  12.75482
   2.95592   6.09875  17.01787
   2.10112   1.02227  13.88647
   2.92541   4.09082  14.15353
   1.03167   5.10663  13.13638
   0.00000   5.05871   2.10527
   4.72037   6.97773   5.65510
   3.00851   2.02719  11.33349
   2.87930   5.10596  16.81708
   4.96611   2.24124  15.89550
   3.90982   6.97010   4.98136
   3.10969   6.79435   4.24172
   7.84704   5.03156  12.15698
   5.95294   1.98730  11.65974
   0.00000   4.82687  12.98748
   2.02480   1.00784  12.86669
   2.68408   8.20823  13.40115
   3.01854   3.05577   5.45584
   7.97644   6.04872   9.04912
   4.98297   3.98708  18.89366
   2.12520   0.94109  13.61283
   1.97614   4.95065  19.43375
   5.98152   5.98548   5.63557
   8.13785   3.99361   7.24480
   1.07389   8.85074  16.46686
   1.01438   7.00872  13.99374
   1.88399   6.20406  13.83498
   3.00271   2.06362   8.06411
   2.96831   3.95976  14.14633
   2.98090   4.99060   8.03620
   4.03519   4.84584   8.43935
   1.02274   2.97589   7.19298
   0.87963   6.55943  19.05659
   8.98189   4.98001  14.32567
   9.05530   3.95447  15.84814
   9.04390   8.02549  12.87437
   6.94830   1.96260  14.14355
   3.06734   5.14090  10.40621
   1.91152   6.02282  10.08467
   0.00000   4.70098  16.07604
   0.94579   3.82130   7.83058
   0.93913   6.14455  12.11516
   7.96493   2.95276  13.92353
   3.82247   5.06545   6.10021
   2.04015   7.00224  12.04928
   9.06601   5.00040  16.86364
   1.19407   4.72557  10.10345
   1.02874   7.17256   4.41479
   1.94595   4.91247  18.22112
